datetime,portfolio_value,cash,return
2020-01-02 09:30:00-05:00,100000.0,100000.0,
2020-01-03 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-04 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-06 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-07 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-08 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-09 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-10 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-11 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-13 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-14 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-15 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-16 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-17 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-18 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-21 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-22 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-23 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-24 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-25 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-27 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-28 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-29 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-30 09:30:00-05:00,100000.0,100000.0,0.0
2020-01-31 09:30:00-05:00,100000.0,100000.0,0.0
2020-02-01 09:30:00-05:00,100000.0,100000.0,0.0
2020-02-03 09:30:00-05:00,100000.0,100000.0,0.0
2020-02-04 09:30:00-05:00,99707.3599243164,120047.70037841797,-0.002926400756835923
2020-02-05 09:30:00-05:00,99446.96105957031,120047.70037841797,-0.0026116313273538694
2020-02-06 09:30:00-05:00,99345.28015136719,120047.70037841797,-0.001022463704468679
2020-02-07 09:30:00-05:00,99412.8599243164,120047.70037841797,0.0006802514708927898
2020-02-08 09:30:00-05:00,99412.8599243164,120047.70037841797,0.0
2020-02-10 09:30:00-05:00,99511.43969726562,120047.70037841797,0.0009916199274848658
2020-02-11 09:30:00-05:00,98850.82067871094,143896.2611694336,-0.006638623866406013
2020-02-12 09:30:00-05:00,98761.04296875,143896.2611694336,-0.0009082141083354145
2020-02-13 09:30:00-05:00,98891.02313232422,143896.2611694336,0.0013161076439356378
2020-02-14 09:30:00-05:00,98528.01776123047,172780.21990966797,-0.0036707616080381422
2020-02-15 09:30:00-05:00,98528.01776123047,172780.21990966797,0.0
2020-02-18 09:30:00-05:00,98748.01776123047,172780.21990966797,0.0022328674117158
2020-02-19 09:30:00-05:00,98466.41802978516,172780.21990966797,-0.002851700093121967
2020-02-20 09:30:00-05:00,98477.42205810547,172780.21990966797,0.00011175412430453058
2020-02-21 09:30:00-05:00,98976.81964111328,172780.21990966797,0.005071188629543366
2020-02-22 09:30:00-05:00,98976.81964111328,172780.21990966797,0.0
2020-02-24 09:30:00-05:00,101689.41668701172,172780.21990966797,0.027406387230204166
2020-02-25 09:30:00-05:00,101513.4193725586,172780.21990966797,-0.0017307338382599458
2020-02-26 09:30:00-05:00,103660.6215209961,172780.21990966797,0.021151904464543403
2020-02-27 09:30:00-05:00,105579.02178955078,172780.21990966797,0.018506548006429924
2020-02-28 09:30:00-05:00,109266.2172241211,172780.21990966797,0.034923561253673574
2020-02-29 09:30:00-05:00,109266.2172241211,172780.21990966797,0.0
2020-03-02 09:30:00-05:00,107174.02178955078,172780.21990966797,-0.019147687983733452
2020-03-03 09:30:00-05:00,104690.21990966797,172780.21990966797,-0.02317540984661437
2020-03-04 09:30:00-05:00,105433.82098388672,172780.21990966797,0.007102870496024982
2020-03-05 09:30:00-05:00,105684.61749267578,172780.21990966797,0.002378710232150194
2020-03-06 09:30:00-05:00,108287.2212524414,172780.21990966797,0.024626135964829432
2020-03-07 09:30:00-05:00,108287.2212524414,207371.91918945312,0.0
